3D打印和生成技术结合下短线智能化产品设计模式探索,"['毛溪', '梁天一', '严城雨', '姜智馨', '褚梓琦', '', '凤丹', '张清']",包装工程,2021-08-20,期刊,,175
基于参数化的个性3D打印产品设计研究,"['刘俊哲', '高洋']",包装工程,2021-08-20,期刊,1,316
基于3D打印的机械零件轻量化设计与制造,"['黄林琪', '陈显扬', '陈韵律', '安芬菊']",机电工程技术,2021-08-20,期刊,,224
基于体素的机械臂连续碳纤维3D打印路径规划,[],计算机集成制造系统,2021-08-18,期刊,,262
3D打印农机零件是否现实,[],农机市场,2021-08-18,期刊,,27
3D打印砂型性能影响因素研究,"['洪海春', '邵春艳', '徐继福', '李斌', '景文霞', '', '王凯强']",铸造技术,2021-08-18,期刊,,30
3D打印模样技术熔模铸造工艺最小铸出壁厚的研究,"['郭建东', '闫海洋', '杨文亮', '徐继福', '黄顺']",铸造技术,2021-08-18,期刊,,23
工艺参数对于LCD型3D打印成功率的影响,"['陶容', '李洋', '李凯龙', '王晓慧', '李明辉', '', '姚欣雨', '韩庆']",科技创新与应用,2021-08-18,期刊,,47
基于FDM技术的3D打印制件缺陷产生原因及解决方法的概述,"['徐绍娟', '胥鹏', '周敏']",科技创新与应用,2021-08-18,期刊,,199
二氧化钛陶瓷浆料的制备及其直写成型3D打印,[''],复合材料学报,2021-08-17,期刊,,380
3D打印柔性服装面料的负离子功能整理及其性能,"['杨露', '薛涛', '孟家光', '杨豆豆']",纺织学报,2021-08-15,期刊,,116
热等静压消除金属增材制造构件孔隙的研究进展,"['刘文彬', '莫仕栋', '谢月光', '伍玩秋', '裴新军']",材料研究与应用,2021-08-15,期刊,,129
3D打印技术在医学中的应用,"['康兴', '马正慧', '周欢娣', '薛晓英']",河北医科大学学报,2021-08-15,期刊,,412
世界首块10层3D打印PCB电路板的诞生,[],网印工业,2021-08-15,期刊,,59
德国高校研究人员开发出可变材料的3D打印工艺,[],金属功能材料,2021-08-15,期刊,,21
意大利和以色列科学家3D打印出具有自愈性的水凝胶,[],金属功能材料,2021-08-15,期刊,,59
3D打印技术在火工品和炸药中的应用研究,"['张晨凯', '张敏', '付思达']",中国军转民,2021-08-15,期刊,,27
皮肤修复生物3D打印的研究进展与挑战,"['连伟龙', '连芩', '焦天', '何晓宁', '赵明', '', '胡大海', '万敏']",光电工程,2021-08-15,期刊,,220
基于3D打印与逆向工程技术的车床手轮快速成型,['陈福德'],装备制造技术,2021-08-15,期刊,,29
异质零件3D打印建模基础,"['杨继全', '李娜', '施建平', '唐文来', '张钢']",机械设计与制造工程,2021-08-15,期刊,1,48
3D打印液冷型医用冰帽冷却特性实验研究,"['蒋鲁鸣', '张华', '黄震']",制冷技术,2021-08-15,期刊,,4
3D打印骨肉瘤模型揭示基质刚度对骨肉瘤表型的影响,"['林毅轩', '袁凯', '杨宜锜', '李汉骏', '汤亭亭']",医用生物力学,2021-08-15,期刊,,2
3D打印定制式矫形鞋垫设计系统的实现与评价研究,"['刘维', '蒲放']",医用生物力学,2021-08-15,期刊,,7
De novo design with deep generative models based on 3D similarity scoring,[],"['Bioorganic', '&', 'Medicinal', 'Chemistry']",2021-08-15,外文期刊,,
